age_group,has_bought_clothes,monthly_expense,info_channels,design_importance,texture_importance,price_importance,limited_importance,designer_importance,planned_buy,impulse_buy,collect_series,follow_trends,secondhand_enjoy,browsing_satisfaction,unboxing_satisfaction,dressing_satisfaction,photo_satisfaction,organizing_satisfaction,stress_relief,aesthetic_achievement,companionship_warmth,control_safety,escape_reality,emotion_regulation,style_represents_me,expression_of_attitude,reflects_personality,collection_reflects_values,ideal_self_carrier,belonging_via_style,sense_of_belonging_communication,recognition_from_knowledge,proud_of_collection,identity_label,community_participation,relationship_metaphor,shopping_experience_text,gender,occupation_status,city_level,monthly_income
19-22岁,是,B. 101-300元,A. 小红书、微博等社交平台|B. B站、抖音等视频平台|D. 娃展、线下活动|F. 朋友/同好推荐,非常同意,同意,同意,一般,同意,同意,同意,一般,一般,一般,比较满足,极大满足,极大满足,极大满足,比较满足,经常获得,经常获得,总是获得,经常获得,有时获得,B. 比较有效，能一定程度上改善情绪,非常同意,非常同意,同意,非常同意,同意,同意,同意,同意,非常同意,一般,C. 每月数次,E. 自我内心的外在投射（自我延伸型）,无,B. 女,A. 在校学生,A. 一线城市（如北上广深）,B. 2001-5000元
23-26岁,是,C. 301-500元,B. B站、抖音等视频平台|C. 娃友社群（QQ群、微信群等）|F. 朋友/同好推荐,同意,同意,非常不同意,一般,一般,非常同意,同意,一般,不同意,非常不同意,一般,一般,极大满足,极大满足,一般,总是获得,经常获得,经常获得,总是获得,有时获得,A. 非常有效，是我的主要调节方式之一,非常同意,非常同意,非常同意,非常同意,一般,同意,非常同意,非常同意,同意,一般,D. 很少参与，仅偶尔浏览,F. 其他,无,B. 女,A. 在校学生,B. 新一线/二线城市,B. 2001-5000元
19-22岁,是,B. 101-300元,A. 小红书、微博等社交平台|B. B站、抖音等视频平台|C. 娃友社群（QQ群、微信群等）|F. 朋友/同好推荐,同意,非常不同意,一般,不同意,一般,一般,一般,不同意,同意,非常不同意,一般,极大满足,比较满足,一般,一般,有时获得,经常获得,经常获得,从未获得,经常获得,D. 几乎没有调节作用,非常同意,同意,非常同意,非常同意,同意,非常不同意,非常不同意,非常同意,非常同意,一般,A. 几乎每天浏览和互动,B. 艺术家为作品赋予灵魂（创作表达型）,无,B. 女,A. 在校学生,A. 一线城市（如北上广深）,B. 2001-5000元
31岁及以上,是,C. 301-500元,A. 小红书、微博等社交平台|B. B站、抖音等视频平台|C. 娃友社群（QQ群、微信群等）,不同意,非常同意,一般,一般,一般,一般,一般,不同意,一般,不同意,极大满足,极大满足,极大满足,较少满足,毫无满足,有时获得,经常获得,有时获得,经常获得,有时获得,A. 非常有效，是我的主要调节方式之一,同意,同意,不同意,一般,一般,同意,同意,同意,非常同意,一般,D. 很少参与，仅偶尔浏览,C. 朋友间互赠礼物（平等陪伴型）,无,B. 女,B. 全职工作者,A. 一线城市（如北上广深）,C. 5001-8000元
27-30岁,是,E. 1000元以上,A. 小红书、微博等社交平台|B. B站、抖音等视频平台|C. 娃友社群（QQ群、微信群等）|D. 娃展、线下活动,同意,非常同意,一般,一般,一般,非常不同意,非常同意,同意,不同意,不同意,较少满足,一般,比较满足,极大满足,一般,经常获得,有时获得,总是获得,有时获得,有时获得,A. 非常有效，是我的主要调节方式之一,非常同意,同意,同意,一般,不同意,非常同意,同意,一般,非常同意,一般,D. 很少参与，仅偶尔浏览,C. 朋友间互赠礼物（平等陪伴型）,无,B. 女,B. 全职工作者,B. 新一线/二线城市,B. 2001-5000元
23-26岁,是,E. 1000元以上,A. 小红书、微博等社交平台|B. B站、抖音等视频平台|C. 娃友社群（QQ群、微信群等）|D. 娃展、线下活动,非常同意,一般,非常不同意,同意,非常同意,不同意,一般,一般,同意,非常不同意,比较满足,比较满足,比较满足,一般,较少满足,很少获得,总是获得,总是获得,经常获得,有时获得,C. 效果一般，仅是休闲活动之一,非常同意,非常同意,非常同意,非常同意,一般,非常同意,同意,一般,非常同意,非常同意,A. 几乎每天浏览和互动,C. 朋友间互赠礼物（平等陪伴型）,无,B. 女,A. 在校学生,A. 一线城市（如北上广深）,B. 2001-5000元
19-22岁,是,B. 101-300元,A. 小红书、微博等社交平台|B. B站、抖音等视频平台|C. 娃友社群（QQ群、微信群等）|E. 电商平台算法推荐,一般,非常不同意,同意,一般,同意,同意,同意,同意,同意,一般,较少满足,极大满足,比较满足,比较满足,比较满足,经常获得,经常获得,很少获得,总是获得,有时获得,A. 非常有效，是我的主要调节方式之一,非常同意,一般,同意,非常同意,一般,非常同意,非常同意,一般,一般,同意,C. 每月数次,B. 艺术家为作品赋予灵魂（创作表达型）,无,B. 女,A. 在校学生,B. 新一线/二线城市,A. 2000元及以下
15-18岁,是,A. 100元以下,A. 小红书、微博等社交平台|B. B站、抖音等视频平台|D. 娃展、线下活动|F. 朋友/同好推荐,非常同意,一般,一般,同意,一般,同意,非常同意,一般,一般,非常不同意,比较满足,极大满足,比较满足,比较满足,极大满足,总是获得,经常获得,总是获得,总是获得,有时获得,B. 比较有效，能一定程度上改善情绪,一般,一般,同意,非常同意,同意,同意,非常同意,一般,非常同意,同意,B. 每周数次,B. 艺术家为作品赋予灵魂（创作表达型）,无,B. 女,A. 在校学生,C. 三线及以下城市,A. 2000元及以下
23-26岁,是,D. 501-1000元,A. 小红书、微博等社交平台|B. B站、抖音等视频平台|C. 娃友社群（QQ群、微信群等）|D. 娃展、线下活动,非常同意,不同意,不同意,非常不同意,一般,一般,同意,非常同意,一般,不同意,较少满足,极大满足,比较满足,较少满足,毫无满足,有时获得,经常获得,总是获得,总是获得,有时获得,B. 比较有效，能一定程度上改善情绪,非常同意,非常同意,一般,非常同意,同意,一般,一般,一般,同意,同意,B. 每周数次,B. 艺术家为作品赋予灵魂（创作表达型）,无,B. 女,A. 在校学生,A. 一线城市（如北上广深）,A. 2000元及以下
19-22岁,是,C. 301-500元,B. B站、抖音等视频平台|C. 娃友社群（QQ群、微信群等）|F. 朋友/同好推荐|G. 其他,同意,一般,一般,非常同意,同意,一般,非常同意,同意,一般,同意,比较满足,极大满足,比较满足,一般,一般,经常获得,总是获得,总是获得,有时获得,总是获得,A. 非常有效，是我的主要调节方式之一,同意,非常同意,一般,非常同意,一般,同意,一般,非常同意,非常同意,同意,B. 每周数次,C. 朋友间互赠礼物（平等陪伴型）,无,A. 男,A. 在校学生,A. 一线城市（如北上广深）,B. 2001-5000元
15-18岁,是,B. 101-300元,A. 小红书、微博等社交平台|C. 娃友社群（QQ群、微信群等）|F. 朋友/同好推荐|G. 其他,一般,同意,一般,一般,非常不同意,同意,同意,一般,同意,非常同意,比较满足,比较满足,极大满足,一般,一般,总是获得,有时获得,总是获得,经常获得,有时获得,B. 比较有效，能一定程度上改善情绪,同意,一般,同意,一般,同意,非常同意,同意,非常同意,非常同意,非常同意,B. 每周数次,E. 自我内心的外在投射（自我延伸型）,无,B. 女,A. 在校学生,B. 新一线/二线城市,B. 2001-5000元
23-26岁,是,C. 301-500元,A. 小红书、微博等社交平台|B. B站、抖音等视频平台|C. 娃友社群（QQ群、微信群等）|E. 电商平台算法推荐,不同意,非常同意,一般,同意,一般,同意,非常同意,一般,一般,非常同意,极大满足,极大满足,比较满足,一般,一般,总是获得,从未获得,总是获得,有时获得,经常获得,D. 几乎没有调节作用,非常同意,一般,非常同意,非常同意,一般,一般,非常同意,非常同意,非常同意,一般,C. 每月数次,C. 朋友间互赠礼物（平等陪伴型）,无,B. 女,A. 在校学生,B. 新一线/二线城市,B. 2001-5000元
23-26岁,是,B. 101-300元,A. 小红书、微博等社交平台|B. B站、抖音等视频平台|D. 娃展、线下活动|F. 朋友/同好推荐,同意,非常同意,同意,不同意,一般,同意,不同意,同意,一般,不同意,比较满足,极大满足,比较满足,一般,比较满足,总是获得,总是获得,经常获得,总是获得,经常获得,B. 比较有效，能一定程度上改善情绪,同意,同意,非常同意,同意,非常同意,同意,不同意,非常同意,非常同意,一般,C. 每月数次,F. 其他,无,B. 女,A. 在校学生,B. 新一线/二线城市,B. 2001-5000元
31岁及以上,是,B. 101-300元,A. 小红书、微博等社交平台|B. B站、抖音等视频平台|C. 娃友社群（QQ群、微信群等）|D. 娃展、线下活动,非常同意,非常同意,非常同意,同意,不同意,一般,不同意,不同意,不同意,一般,极大满足,极大满足,比较满足,较少满足,极大满足,总是获得,经常获得,总是获得,经常获得,总是获得,B. 比较有效，能一定程度上改善情绪,非常同意,非常同意,非常不同意,非常同意,不同意,同意,非常同意,非常同意,同意,非常不同意,C. 每月数次,A. 父母为孩子精心打扮（关爱投射型）,无,B. 女,B. 全职工作者,B. 新一线/二线城市,D. 8001-12000元
23-26岁,是,B. 101-300元,A. 小红书、微博等社交平台|B. B站、抖音等视频平台|D. 娃展、线下活动|F. 朋友/同好推荐,非常同意,同意,一般,非常同意,不同意,同意,同意,一般,一般,不同意,一般,极大满足,较少满足,比较满足,比较满足,经常获得,总是获得,总是获得,总是获得,有时获得,C. 效果一般，仅是休闲活动之一,非常同意,同意,非常同意,一般,非常同意,一般,非常同意,非常同意,同意,一般,B. 每周数次,E. 自我内心的外在投射（自我延伸型）,无,B. 女,B. 全职工作者,A. 一线城市（如北上广深）,B. 2001-5000元
23-26岁,是,D. 501-1000元,A. 小红书、微博等社交平台|B. B站、抖音等视频平台|E. 电商平台算法推荐|F. 朋友/同好推荐,同意,不同意,同意,非常同意,一般,一般,一般,同意,一般,一般,极大满足,极大满足,极大满足,一般,极大满足,经常获得,总是获得,总是获得,经常获得,有时获得,C. 效果一般，仅是休闲活动之一,同意,同意,非常同意,一般,一般,一般,非常同意,同意,同意,一般,B. 每周数次,B. 艺术家为作品赋予灵魂（创作表达型）,无,A. 男,B. 全职工作者,D. 海外地区,B. 2001-5000元
19-22岁,是,B. 101-300元,B. B站、抖音等视频平台|C. 娃友社群（QQ群、微信群等）|F. 朋友/同好推荐|G. 其他,非常同意,一般,一般,同意,非常同意,同意,同意,不同意,一般,非常不同意,一般,极大满足,极大满足,一般,一般,有时获得,有时获得,总是获得,有时获得,总是获得,B. 比较有效，能一定程度上改善情绪,非常同意,一般,非常同意,同意,一般,非常同意,同意,非常同意,非常同意,非常同意,D. 很少参与，仅偶尔浏览,B. 艺术家为作品赋予灵魂（创作表达型）,无,A. 男,A. 在校学生,B. 新一线/二线城市,B. 2001-5000元
23-26岁,是,B. 101-300元,A. 小红书、微博等社交平台|B. B站、抖音等视频平台|D. 娃展、线下活动|F. 朋友/同好推荐,一般,一般,一般,一般,非常同意,一般,非常同意,一般,一般,非常不同意,比较满足,比较满足,极大满足,一般,一般,经常获得,经常获得,经常获得,有时获得,经常获得,B. 比较有效，能一定程度上改善情绪,非常同意,同意,同意,不同意,同意,同意,非常同意,非常同意,一般,一般,C. 每月数次,B. 艺术家为作品赋予灵魂（创作表达型）,无,B. 女,B. 全职工作者,A. 一线城市（如北上广深）,B. 2001-5000元
27-30岁,是,E. 1000元以上,A. 小红书、微博等社交平台|B. B站、抖音等视频平台|C. 娃友社群（QQ群、微信群等）|D. 娃展、线下活动,同意,同意,一般,一般,一般,不同意,非常同意,非常同意,不同意,非常不同意,极大满足,极大满足,极大满足,极大满足,一般,总是获得,经常获得,经常获得,有时获得,经常获得,B. 比较有效，能一定程度上改善情绪,非常同意,非常同意,同意,同意,一般,同意,一般,一般,非常同意,一般,B. 每周数次,E. 自我内心的外在投射（自我延伸型）,无,B. 女,C. 自由职业者,C. 三线及以下城市,C. 5001-8000元
19-22岁,是,B. 101-300元,B. B站、抖音等视频平台|C. 娃友社群（QQ群、微信群等）|F. 朋友/同好推荐|G. 其他,同意,同意,一般,一般,一般,不同意,不同意,同意,一般,同意,较少满足,极大满足,极大满足,较少满足,一般,经常获得,总是获得,总是获得,经常获得,总是获得,B. 比较有效，能一定程度上改善情绪,同意,同意,一般,非常同意,同意,同意,同意,非常同意,不同意,非常同意,B. 每周数次,E. 自我内心的外在投射（自我延伸型）,无,B. 女,A. 在校学生,A. 一线城市（如北上广深）,B. 2001-5000元
23-26岁,是,C. 301-500元,B. B站、抖音等视频平台|C. 娃友社群（QQ群、微信群等）|D. 娃展、线下活动|F. 朋友/同好推荐,非常同意,同意,一般,非常同意,非常同意,不同意,同意,一般,一般,不同意,较少满足,一般,极大满足,一般,比较满足,有时获得,经常获得,有时获得,经常获得,有时获得,B. 比较有效，能一定程度上改善情绪,非常同意,一般,非常同意,一般,一般,非常同意,同意,非常同意,非常同意,一般,C. 每月数次,A. 父母为孩子精心打扮（关爱投射型）,无,B. 女,B. 全职工作者,B. 新一线/二线城市,B. 2001-5000元
23-26岁,是,D. 501-1000元,A. 小红书、微博等社交平台|B. B站、抖音等视频平台|C. 娃友社群（QQ群、微信群等）|E. 电商平台算法推荐,同意,一般,同意,一般,一般,同意,非常同意,非常同意,非常同意,不同意,一般,较少满足,比较满足,比较满足,一般,总是获得,总是获得,经常获得,经常获得,有时获得,A. 非常有效，是我的主要调节方式之一,非常同意,同意,非常同意,不同意,一般,非常同意,不同意,不同意,同意,同意,D. 很少参与，仅偶尔浏览,B. 艺术家为作品赋予灵魂（创作表达型）,无,A. 男,B. 全职工作者,A. 一线城市（如北上广深）,C. 5001-8000元
